duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,label
0.20843643891234998,0.8277174054653141,0.9899770856878278,0.026820604824274175,0.6843556988150333,0.11085999705315885,0.6348631780489228,0.37188432971997964,0.8687739195846241,0.7337568524560671,0.5941484991830214,0.49019771795479306,0.6841807265903322,0.20300801983367311,0.9922499146328686,0.6207012110324516,0.3436383287430934,0.37305332498959,0.45535318038060557,0.7110279873416411,1
0.688517375875492,0.10415951745952867,0.8988350972143953,0.3081069389763905,0.02498657338979693,0.9865708462485654,0.03698871795268799,0.4977929796294882,0.008914436629086753,0.23619761580768805,0.11460484322657638,0.5001736187246213,0.5620774440608931,0.014191571516117052,0.12254645457474111,0.8770061182109384,0.7041250162503422,0.5573330332804124,0.6807381426103529,0.7938318730492095,1
0.37450016552271115,0.04698843193311952,0.26682674315678034,0.1356294367925195,0.2484885413753296,0.18405694008150775,0.842716087844267,0.8457475184631309,0.8175444590223444,0.36807415951497024,0.41766526611165344,0.5254256305446117,0.6259275515935752,0.9732011117624908,0.400820194329055,0.8430389393051112,0.8156314415449435,0.7042318320472398,0.32055904040125804,0.2471742286256755,1
0.14042841121199334,0.6134877443063251,0.05366427106941951,0.6766033848333458,0.4370091764639954,0.41021326550543524,0.12897089629351977,0.6039011156769518,0.5270494311042158,0.6783416674003971,0.14769702208569635,0.6881480638748496,0.052317276440739025,0.7942265720855514,0.9026466527282305,0.6267852637471526,0.6872738669384141,0.1250547007479661,0.5404593100654526,0.7285899282857007,1
0.8903765562412658,0.10624592953418988,0.9116957547630257,0.5993573457352737,0.24030681483150484,0.8987387668946323,0.9364860191100317,0.47944607263489103,0.584428659586546,0.9108944607323075,0.8207744932705369,0.35309093310125694,0.4048650164548885,0.07478891337841376,0.7853966580977577,0.09909148702720061,0.3570950382522816,0.3063330018601055,0.5089121260330458,0.05559431281684657,0
0.14110401100633962,0.2311243154041681,0.3533709683096127,0.8772878073840836,0.38270659246839667,0.10198867065749051,0.4876663341577985,0.27476015345105587,0.2139371277802481,0.6212558257373545,0.13039432139616458,0.36221690562915987,0.053702383786213836,0.3576361380079399,0.07936004154954568,0.4645389945561511,0.7858094893067288,0.6596928614098753,0.8260322315402197,0.6557920608766644,0
0.606581343165923,0.8433571234500629,0.6261285179421905,0.12893678051240764,0.3570590012575422,0.18104238323936728,0.8796540191577279,0.049238027224205116,0.09418665027876616,0.7692770224211507,0.4598766143559335,0.9691795430700684,0.7829285458912855,0.21666659575807157,0.7580399361663606,0.3388970343842532,0.2609405415001135,0.45929922521265476,0.8186629887090464,0.4084236537081577,1
0.6451235000386766,0.2023056430796406,0.1276556931204642,0.7664975230727602,0.003362932545126318,0.10661887581150109,0.8130665244716944,0.3205134345679659,0.5358481078360129,0.5504087599101385,0.4664473815858984,0.66574274465889,0.6754114162827184,0.457097957871359,0.7658636326854172,0.19481635298736855,0.9052214820565757,0.42198516847742884,0.2159289356285805,0.9582309289556245,1
0.5808477733596032,0.38656712269040805,0.40764888448869674,0.12707907730257995,0.1298188523548277,0.6684417843507965,0.08867763870791834,0.7030173067194171,0.963054725945184,0.4732638497684043,0.6858662033002604,0.7008890851844779,0.7135391426656501,0.14556709345621222,0.43091555323553055,0.5464891287819634,0.9591579135860303,0.19791776961320517,0.5377935697867368,0.04875577050617175,1
0.5418448063134325,0.3346701440504076,0.9517363017662394,0.1715795876032885,0.5910446025769852,0.631337465892859,0.9479639861235776,0.2535496252258026,0.585004951270138,0.7798765337164949,0.6062919048277203,0.4378246045152133,0.2889655558965043,0.6136319604924009,0.4090555482789914,0.6357506501391297,0.6653189242030242,0.22407764049760648,0.18943479993531676,0.23029831957129032,0
0.7778687785090767,0.15383153044705755,0.09568738677871869,0.8615981751348254,0.25477876081333606,0.6978028049974558,0.9286985138957162,0.7786315847702668,0.4574725237306341,0.9519555686005067,0.0383010324986468,0.2792732907045776,0.201381266847783,0.23101796294261334,0.25270519665713387,0.3976217413192169,0.007862825399732709,0.96865330393295,0.8208258288619373,0.5359116636538586,1
0.6488948697677126,0.8588793314104873,0.25649275081029177,0.9752964646176971,0.853777798146915,0.8749559884167525,0.07100308819807966,0.36535522626058525,0.3102328297447331,0.14404519065812782,0.6882785071834107,0.6710513443861483,0.3341199616545941,0.8780696570031298,0.07197258643990367,0.4294758254808714,0.35560848911429876,0.6663651773618703,0.3612620102024544,0.26722575788021297,1
0.6180450395167313,0.19403548501160517,0.9373789577996123,0.1871766128495399,0.000555116624363361,0.9792036290456012,0.6708921579058746,0.8673092500010722,0.5145895707128546,0.2704225466644744,0.2170610807657004,0.9814832435806095,0.1535210483058692,0.5589630487091856,0.9464282112681974,0.5304773504542349,0.8119178485886536,0.8381536458963825,0.8318060477118646,0.3794826696356224,0
0.46783135805359755,0.6726741019833585,0.8493771640428622,0.23073394937500735,0.18924798563905676,0.9054403655554156,0.701758638274696,0.704849670073329,0.3362811691456532,0.5979655329789723,0.4577042735627309,0.7401214036998863,0.24933024772056978,0.9138569267544019,0.32723851553627636,0.38533671080415366,0.9530170043161122,0.7786695679854319,0.24935263168446253,0.24336324425470035,1
0.6608893231252655,0.11734698402898758,0.42616444267574904,0.9299584890399313,0.18388364976000882,0.17035381498969737,0.47096384291982074,0.9980993102193393,0.4011891474080944,0.1401641472584697,0.8461201331431545,0.4493202474909558,0.5703652142805068,0.2518634894069265,0.7020395890206498,0.9010548323869333,0.6446691683364838,0.45333255373379233,0.9386335924771846,0.06944300038466167,0
0.42516594897206816,0.6308179491345393,0.7717526750026236,0.4233073885247153,0.7013864658007263,0.8079401679340699,0.21946183825996513,0.6372612377295194,0.10371176234691915,0.373733139754182,0.3734532309614206,0.3646565503690875,0.4773405105765901,0.7322947836614923,0.7461612080471175,0.5074532213762913,0.1878158676385897,0.834280312118747,0.941825805423488,0.1931892576370905,0
0.9028801425982451,0.517701342654766,0.025458973508434957,0.9335919882527373,0.903104759169787,0.5508592550831195,0.7757545840788153,0.8569954857819391,0.5909205717518984,0.8709016271312713,0.8173219632409356,0.6242001704912503,0.7623721047604656,0.7937248553455045,0.36028529170720247,0.24965037585997318,0.8156911094587891,0.620747167277553,0.3943618225647302,0.7107915558867776,0
0.6656378702807387,0.008168926088538697,0.6055641105879684,0.7154880135744196,0.6389047007520792,0.045884361930438766,0.9141844725185397,0.9539670189024136,0.9293770316064667,0.3463580974870464,0.5200247800644858,0.9370834553622458,0.5531328383845405,0.011581233923434908,0.7920640428927702,0.41192586476476745,0.908898526383148,0.33040971430878685,0.374556940788621,0.8568894328201679,1
0.5109521183331932,0.24507257727792664,0.02670812039508985,0.8643527512419421,0.3250046586301928,0.2957827637686218,0.7513401595968103,0.6922584635484867,0.8344976038342653,0.5472104572222785,0.9269550824962763,0.8692294605459726,0.8827636354500616,0.7245728364847034,0.7747489876797509,0.36244843324097065,0.5034220042179464,0.22225056626842776,0.1344004407790289,0.04240832153304186,1
0.8876931982724116,0.2847917063222105,0.9640715924244249,0.9833075853221158,0.7209172274460279,0.3692991708560649,0.1132156478343691,0.9845115007709407,0.6736984718657798,0.8884428317165743,0.27762760206490256,0.9932048413767359,0.06507665171929478,0.2123597657646662,0.08962538210557014,0.9383896475987157,0.8489835104802929,0.871018859245692,0.26503255166902506,0.25089461679836367,0
